HigherSeed,HigherSeedID,HigherSeedNum,LowerSeed,LowerSeedID,LowerSeedNum,Predictions
Houston,1222,2,Penn,1335,14,0.8294285014102604
Houston,1222,2,Prairie View,1341,16,0.5
Houston,1222,2,Purdue,1345,2,0.534395805990016
Houston,1222,2,Queens,1474,15,0.8491392960401154
Houston,1222,2,Santa Clara,1365,10,0.6786556078949654
Houston,1222,2,Siena,1373,16,0.8365138764348751
Houston,1222,2,SMU,1374,11,0.6830964049380305
Houston,1222,2,South Florida,1378,11,0.6931954590481455
Houston,1222,2,St John's,1385,5,0.5
Houston,1222,2,Saint Louis,1387,9,0.6602149388142241
Houston,1222,2,St Mary's CA,1388,7,0.5
Houston,1222,2,TCU,1395,9,0.6861992189685648
Houston,1222,2,Tennessee,1397,6,0.5891500059725333
Houston,1222,2,Tennessee State,1398,15,0.5
Houston,1222,2,Texas,1400,11,0.6967800123274688
Houston,1222,2,Texas A&M,1401,10,0.672523921676304
Houston,1222,2,Texas Tech,1403,5,0.6307610893377695
Houston,1222,2,Troy,1407,13,0.8012917332942561
Houston,1222,2,UCF,1416,10,0.7269550418235379
Houston,1222,2,UCLA,1417,7,0.6102033015767137
Houston,1222,2,UMBC,1420,16,0.8377476376522203
Houston,1222,2,Utah State,1429,9,0.5
Houston,1222,2,Vanderbilt,1435,5,0.6264260909625207
Houston,1222,2,VCU,1433,11,0.6855088943870641
Houston,1222,2,Villanova,1437,8,0.6579247960404924
Houston,1222,2,Virginia,1438,3,0.6482851956172259
Houston,1222,2,Wisconsin,1458,5,0.6111189141799463
Houston,1222,2,Wright State,1460,14,0.5
Idaho,1225,15,Howard,1224,16,0.5358118194545388
Illinois,1228,3,Howard,1224,16,0.8180143706301026
Iowa,1234,9,Howard,1224,16,0.7598107259679104
Iowa St,1235,2,Howard,1224,16,0.5
Kansas,1242,4,Howard,1224,16,0.821354394890306
Kennesaw State,1244,14,Howard,1224,16,0.5
Kentucky,1246,7,Howard,1224,16,0.7937926348632933
Howard,1224,16,Lehigh,1250,16,0.575444800532053
LIU Brooklyn,1254,16,Howard,1224,16,0.48735848809319265
Louisville,1257,6,Howard,1224,16,0.7901228082289469
McNeese St,1270,12,Howard,1224,16,0.5
Miami FL,1274,7,Howard,1224,16,0.769675705056846
Miami OH,1275,11,Howard,1224,16,0.640141878558436
Michigan,1276,1,Howard,1224,16,0.8972641180265872
Michigan St,1277,3,Howard,1224,16,0.5
Missouri,1281,10,Howard,1224,16,0.7081952702120784
North Dakota State,1295,14,Howard,1224,16,0.5
NC State,1301,11,Howard,1224,16,0.5
Nebraska,1304,4,Howard,1224,16,0.7755495475746859
North Carolina,1314,6,Howard,1224,16,0.8347712312861965
Northern Iowa,1320,12,Howard,1224,16,0.6651264365694605
Ohio St,1326,8,Howard,1224,16,0.5
Penn,1335,14,Howard,1224,16,0.5430468343574645
Howard,1224,16,Prairie View,1341,16,0.5
Purdue,1345,2,Howard,1224,16,0.8342975149378103
Queens,1474,15,Howard,1224,16,0.5065822938969027
Santa Clara,1365,10,Howard,1224,16,0.7323535794390551
Siena,1373,16,Howard,1224,16,0.5303830269003614
SMU,1374,11,Howard,1224,16,0.7283285128567467
South Florida,1378,11,Howard,1224,16,0.7189169938004956
St John's,1385,5,Howard,1224,16,0.5
Saint Louis,1387,9,Howard,1224,16,0.748371330229474
St Mary's CA,1388,7,Howard,1224,16,0.5
TCU,1395,9,Howard,1224,16,0.7254756124912268
Tennessee,1397,6,Howard,1224,16,0.8011893360167817
Tennessee State,1398,15,Howard,1224,16,0.5
Texas,1400,11,Howard,1224,16,0.7154872789698696
Texas A&M,1401,10,Howard,1224,16,0.7378017667419224
Texas Tech,1403,5,Howard,1224,16,0.7718371123386554
Troy,1407,13,Howard,1224,16,0.5889943622040897
UCF,1416,10,Howard,1224,16,0.6845947739273118
UCLA,1417,7,Howard,1224,16,0.7868480987459116
Howard,1224,16,UMBC,1420,16,0.47187147365724075
Utah State,1429,9,Howard,1224,16,0.5
Vanderbilt,1435,5,Howard,1224,16,0.7750905685410918
VCU,1433,11,Howard,1224,16,0.726113259093749
Villanova,1437,8,Howard,1224,16,0.7502857732721044
Virginia,1438,3,Howard,1224,16,0.7581726220185261
Wisconsin,1458,5,Howard,1224,16,0.7862014871927195
Wright State,1460,14,Howard,1224,16,0.5
Illinois,1228,3,Idaho,1225,15,0.795671788709358
Iowa,1234,9,Idaho,1225,15,0.7326577725360923
Iowa St,1235,2,Idaho,1225,15,0.5
Kansas,1242,4,Idaho,1225,15,0.7993212742412235
Kennesaw State,1244,14,Idaho,1225,15,0.5
Kentucky,1246,7,Idaho,1225,15,0.769314933070881
Idaho,1225,15,Lehigh,1250,16,0.6100670960092283
Idaho,1225,15,LIU Brooklyn,1254,16,0.5483657476586765
Louisville,1257,6,Idaho,1225,15,0.7653382618672944
McNeese St,1270,12,Idaho,1225,15,0.5
Miami FL,1274,7,Idaho,1225,15,0.7432611389680329
Miami OH,1275,11,Idaho,1225,15,0.6064673857631221
Michigan,1276,1,Idaho,1225,15,0.8832626261743244
Michigan St,1277,3,Idaho,1225,15,0.5
Missouri,1281,10,Idaho,1225,15,0.677682549519902
North Dakota State,1295,14,Idaho,1225,15,0.5
NC State,1301,11,Idaho,1225,15,0.5
Nebraska,1304,4,Idaho,1225,15,0.7495894538030743
North Carolina,1314,6,Idaho,1225,15,0.8140181746146347
Northern Iowa,1320,12,Idaho,1225,15,0.6324475191482509
Ohio St,1326,8,Idaho,1225,15,0.5
Penn,1335,14,Idaho,1225,15,0.507279905287494
Idaho,1225,15,Prairie View,1341,16,0.5
Purdue,1345,2,Idaho,1225,15,0.8134982517865208
Idaho,1225,15,Queens,1474,15,0.5292571119621886
Santa Clara,1365,10,Idaho,1225,15,0.703308690031428
Idaho,1225,15,Siena,1373,16,0.5054525234952801
SMU,1374,11,Idaho,1225,15,0.6990263348942095
South Florida,1378,11,Idaho,1225,15,0.6890331135507998
St John's,1385,5,Idaho,1225,15,0.5
Saint Louis,1387,9,Idaho,1225,15,0.7204010533872259
St Mary's CA,1388,7,Idaho,1225,15,0.5
TCU,1395,9,Idaho,1225,15,0.6959941629780055
Tennessee,1397,6,Idaho,1225,15,0.7773433722444231
Tennessee State,1398,15,Idaho,1225,15,0.5
Texas,1400,11,Idaho,1225,15,0.6853983288483468
Texas A&M,1401,10,Idaho,1225,15,0.7091132772667652
Texas Tech,1403,5,Idaho,1225,15,0.7455884906219472
Troy,1407,13,Idaho,1225,15,0.5538692791002122
UCF,1416,10,Idaho,1225,15,0.6528240343935054
UCLA,1417,7,Idaho,1225,15,0.7617934259553207
Idaho,1225,15,UMBC,1420,16,0.5077143769193744
Utah State,1429,9,Idaho,1225,15,0.5
Vanderbilt,1435,5,Idaho,1225,15,0.7490945632424741
VCU,1433,11,Idaho,1225,15,0.6966716559829836
Villanova,1437,8,Idaho,1225,15,0.7224493769857736
Virginia,1438,3,Idaho,1225,15,0.7309000702566413
Wisconsin,1458,5,Idaho,1225,15,0.7610938862583309
Wright State,1460,14,Idaho,1225,15,0.5
Illinois,1228,3,Iowa,1234,9,0.5869352330482955
Iowa St,1235,2,Illinois,1228,3,0.5
Illinois,1228,3,Kansas,1242,4,0.49435061162866417
Illinois,1228,3,Kennesaw State,1244,14,0.5
Illinois,1228,3,Kentucky,1246,7,0.5386756387936599
Illinois,1228,3,Lehigh,1250,16,0.8590053806146764
Illinois,1228,3,LIU Brooklyn,1254,16,0.8254228456810478
Illinois,1228,3,Louisville,1257,6,0.5442058643544466
Illinois,1228,3,McNeese St,1270,12,0.5
Illinois,1228,3,Miami FL,1274,7,0.5735796489888868
Illinois,1228,3,Miami OH,1275,11,0.7164606048739648
Michigan,1276,1,Illinois,1228,3,0.6602114482813626
Michigan St,1277,3,Illinois,1228,3,0.5
Illinois,1228,3,Missouri,1281,10,0.6493804823075986
Illinois,1228,3,North Dakota State,1295,14,0.5
Illinois,1228,3,NC State,1301,11,0.5
Illinois,1228,3,Nebraska,1304,4,0.5653822861962716
Illinois,1228,3,North Carolina,1314,6,0.470814578816399
Illinois,1228,3,Northern Iowa,1320,12,0.6935413581100901
Illinois,1228,3,Ohio St,1326,8,0.5
Illinois,1228,3,Penn,1335,14,0.790896458431782
Illinois,1228,3,Prairie View,1341,16,0.5
Purdue,1345,2,Illinois,1228,3,0.5283306154305013
Illinois,1228,3,Queens,1474,15,0.8140617332773638
Illinois,1228,3,Santa Clara,1365,10,0.6216024866582438
Illinois,1228,3,Siena,1373,16,0.7991949150494048
Illinois,1228,3,SMU,1374,11,0.6263976854730335
Illinois,1228,3,South Florida,1378,11,0.6373443426515213
Illinois,1228,3,St John's,1385,5,0.5
Illinois,1228,3,Saint Louis,1387,9,0.6018087682747305
Illinois,1228,3,St Mary's CA,1388,7,0.5
Illinois,1228,3,TCU,1395,9,0.6297547475300637
Illinois,1228,3,Tennessee,1397,6,0.5272748531531845
Illinois,1228,3,Tennessee State,1398,15,0.5
Illinois,1228,3,Texas,1400,11,0.6412437190037106
Illinois,1228,3,Texas A&M,1401,10,0.6149997395182797
Illinois,1228,3,Texas Tech,1403,5,0.5705850262287102
Illinois,1228,3,Troy,1407,13,0.7582561384633509
Illinois,1228,3,UCF,1416,10,0.6743625727047704
Illinois,1228,3,UCLA,1417,7,0.5490720315142869
Illinois,1228,3,UMBC,1420,16,0.8006431890215646
Illinois,1228,3,Utah State,1429,9,0.5
Illinois,1228,3,Vanderbilt,1435,5,0.5660296109351427
Illinois,1228,3,VCU,1433,11,0.6290073847478894
Illinois,1228,3,Villanova,1437,8,0.5993638504823404
Illinois,1228,3,Virginia,1438,3,0.5891046406964054
Illinois,1228,3,Wisconsin,1458,5,0.5500253494389741
Illinois,1228,3,Wright State,1460,14,0.5
Iowa St,1235,2,Iowa,1234,9,0.5
Kansas,1242,4,Iowa,1234,9,0.5924030933639851
Iowa,1234,9,Kennesaw State,1244,14,0.5
Kentucky,1246,7,Iowa,1234,9,0.5489174906090405
Iowa,1234,9,Lehigh,1250,16,0.8108807723173459
Iowa,1234,9,LIU Brooklyn,1254,16,0.7689192834810187
Louisville,1257,6,Iowa,1234,9,0.5433964673695777
Iowa,1234,9,McNeese St,1270,12,0.5
Miami FL,1274,7,Iowa,1234,9,0.5137062819777085
Iowa,1234,9,Miami OH,1275,11,0.6400686489360492
Michigan,1276,1,Iowa,1234,9,0.7341042471641099
Michigan St,1277,3,Iowa,1234,9,0.5
Iowa,1234,9,Missouri,1281,10,0.5658667439168577
Iowa,1234,9,North Dakota State,1295,14,0.5
Iowa,1234,9,NC State,1301,11,0.5
Nebraska,1304,4,Iowa,1234,9,0.522054377317311
North Carolina,1314,6,Iowa,1234,9,0.6149539901439256
Iowa,1234,9,Northern Iowa,1320,12,0.6142986839232873
Ohio St,1326,8,Iowa,1234,9,0.5
Iowa,1234,9,Penn,1335,14,0.7269151964182908
Iowa,1234,9,Prairie View,1341,16,0.5
Purdue,1345,2,Iowa,1234,9,0.614141360370159
Iowa,1234,9,Queens,1474,15,0.754972598193153
Iowa,1234,9,Santa Clara,1365,10,0.5361979249300493
Iowa,1234,9,Siena,1373,16,0.7369081558464333
Iowa,1234,9,SMU,1374,11,0.5412767146512985
Iowa,1234,9,South Florida,1378,11,0.5529374137025176
St John's,1385,5,Iowa,1234,9,0.5
Saint Louis,1387,9,Iowa,1234,9,0.48458056950406764
St Mary's CA,1388,7,Iowa,1234,9,0.5
TCU,1395,9,Iowa,1234,9,0.4551571286678284
Tennessee,1397,6,Iowa,1234,9,0.5602316519892533
Iowa,1234,9,Tennessee State,1398,15,0.5
Iowa,1234,9,Texas,1400,11,0.5571136949027875
Iowa,1234,9,Texas A&M,1401,10,0.5292335599413153
Texas Tech,1403,5,Iowa,1234,9,0.5167616260056436
Iowa,1234,9,Troy,1407,13,0.6882246518539624
Iowa,1234,9,UCF,1416,10,0.5930704825578488
UCLA,1417,7,Iowa,1234,9,0.5385205294847645
Iowa,1234,9,UMBC,1420,16,0.7386587611690504
Utah State,1429,9,Iowa,1234,9,0.5
Vanderbilt,1435,5,Iowa,1234,9,0.5213969210641164
Iowa,1234,9,VCU,1433,11,0.5440482047418742
Villanova,1437,8,Iowa,1234,9,0.4871265684564803
Virginia,1438,3,Iowa,1234,9,0.49776122310930315
Wisconsin,1458,5,Iowa,1234,9,0.5375633301027978
Iowa,1234,9,Wright State,1460,14,0.5
Iowa St,1235,2,Kansas,1242,4,0.5
Iowa St,1235,2,Kennesaw State,1244,14,0.5
Iowa St,1235,2,Kentucky,1246,7,0.5
Iowa St,1235,2,Lehigh,1250,16,0.5
Iowa St,1235,2,LIU Brooklyn,1254,16,0.5
Iowa St,1235,2,Louisville,1257,6,0.5
Iowa St,1235,2,McNeese St,1270,12,0.5
Iowa St,1235,2,Miami FL,1274,7,0.5
Iowa St,1235,2,Miami OH,1275,11,0.5
Michigan,1276,1,Iowa St,1235,2,0.5
Iowa St,1235,2,Michigan St,1277,3,0.5
Iowa St,1235,2,Missouri,1281,10,0.5
Iowa St,1235,2,North Dakota State,1295,14,0.5
Iowa St,1235,2,NC State,1301,11,0.5
Iowa St,1235,2,Nebraska,1304,4,0.5
Iowa St,1235,2,North Carolina,1314,6,0.5
Iowa St,1235,2,Northern Iowa,1320,12,0.5
Iowa St,1235,2,Ohio St,1326,8,0.5
Iowa St,1235,2,Penn,1335,14,0.5
Iowa St,1235,2,Prairie View,1341,16,0.5
Iowa St,1235,2,Purdue,1345,2,0.5
Iowa St,1235,2,Queens,1474,15,0.5
Iowa St,1235,2,Santa Clara,1365,10,0.5
Iowa St,1235,2,Siena,1373,16,0.5
Iowa St,1235,2,SMU,1374,11,0.5
Iowa St,1235,2,South Florida,1378,11,0.5
Iowa St,1235,2,St John's,1385,5,0.5
Iowa St,1235,2,Saint Louis,1387,9,0.5
Iowa St,1235,2,St Mary's CA,1388,7,0.5
Iowa St,1235,2,TCU,1395,9,0.5
Iowa St,1235,2,Tennessee,1397,6,0.5
Iowa St,1235,2,Tennessee State,1398,15,0.5
Iowa St,1235,2,Texas,1400,11,0.5
Iowa St,1235,2,Texas A&M,1401,10,0.5
Iowa St,1235,2,Texas Tech,1403,5,0.5
Iowa St,1235,2,Troy,1407,13,0.5
Iowa St,1235,2,UCF,1416,10,0.5
Iowa St,1235,2,UCLA,1417,7,0.5
Iowa St,1235,2,UMBC,1420,16,0.5
Iowa St,1235,2,Utah State,1429,9,0.5
Iowa St,1235,2,Vanderbilt,1435,5,0.5
Iowa St,1235,2,VCU,1433,11,0.5
Iowa St,1235,2,Villanova,1437,8,0.5
Iowa St,1235,2,Virginia,1438,3,0.5
Iowa St,1235,2,Wisconsin,1458,5,0.5
Iowa St,1235,2,Wright State,1460,14,0.5
Kansas,1242,4,Kennesaw State,1244,14,0.5
Kansas,1242,4,Kentucky,1246,7,0.5442863220348343
Kansas,1242,4,Lehigh,1250,16,0.8617202615334381
Kansas,1242,4,LIU Brooklyn,1254,16,0.8286553812035126
Kansas,1242,4,Louisville,1257,6,0.5498054998014578
Kansas,1242,4,McNeese St,1270,12,0.5
Kansas,1242,4,Miami FL,1274,7,0.5790975203269961
Kansas,1242,4,Miami OH,1275,11,0.7210288350977538
Michigan,1276,1,Kansas,1242,4,0.6551236675840951
Michigan St,1277,3,Kansas,1242,4,0.5
Kansas,1242,4,Missouri,1281,10,0.6545083072703691
Kansas,1242,4,North Dakota State,1295,14,0.5
Kansas,1242,4,NC State,1301,11,0.5
Nebraska,1304,4,Kansas,1242,4,0.4290731184607118
Kansas,1242,4,North Carolina,1314,6,0.47644843448005825
Kansas,1242,4,Northern Iowa,1320,12,0.6983233670997073
Kansas,1242,4,Ohio St,1326,8,0.5
Kansas,1242,4,Penn,1335,14,0.7946092188796365
Kansas,1242,4,Prairie View,1341,16,0.5
Purdue,1345,2,Kansas,1242,4,0.5226957569417109
Kansas,1242,4,Queens,1474,15,0.8174581129086098
Kansas,1242,4,Santa Clara,1365,10,0.6269031554760389
Kansas,1242,4,Siena,1373,16,0.8027970702954088
Kansas,1242,4,SMU,1374,11,0.6316709848468208
Kansas,1242,4,South Florida,1378,11,0.6425513022255243
Kansas,1242,4,St John's,1385,5,0.5
Kansas,1242,4,Saint Louis,1387,9,0.6072115027444595
Kansas,1242,4,St Mary's CA,1388,7,0.5
Kansas,1242,4,TCU,1395,9,0.6350082727651114
Kansas,1242,4,Tennessee,1397,6,0.5329039613340205
Kansas,1242,4,Tennessee State,1398,15,0.5
Kansas,1242,4,Texas,1400,11,0.6464257511542605
Kansas,1242,4,Texas A&M,1401,10,0.6203364081297668
Kansas,1242,4,Texas Tech,1403,5,0.5761130106257557
Kansas,1242,4,Troy,1407,13,0.762374321601669
Kansas,1242,4,UCF,1416,10,0.6793054674893192
Kansas,1242,4,UCLA,1417,7,0.5546608060882935
Kansas,1242,4,UMBC,1420,16,0.8042257284733241
Kansas,1242,4,Utah State,1429,9,0.5
Kansas,1242,4,Vanderbilt,1435,5,0.5715722058695194
Kansas,1242,4,VCU,1433,11,0.6342653558690919
Kansas,1242,4,Villanova,1437,8,0.6047779724975658
Virginia,1438,3,Kansas,1242,4,0.4054363792162211
Kansas,1242,4,Wisconsin,1458,5,0.5556118713420132
Kansas,1242,4,Wright State,1460,14,0.5
Kentucky,1246,7,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,Lehigh,1250,16,0.5
Kennesaw State,1244,14,LIU Brooklyn,1254,16,0.5
Louisville,1257,6,Kennesaw State,1244,14,0.5
McNeese St,1270,12,Kennesaw State,1244,14,0.5
Miami FL,1274,7,Kennesaw State,1244,14,0.5
Miami OH,1275,11,Kennesaw State,1244,14,0.5
Michigan,1276,1,Kennesaw State,1244,14,0.5
Michigan St,1277,3,Kennesaw State,1244,14,0.5
Missouri,1281,10,Kennesaw State,1244,14,0.5
North Dakota State,1295,14,Kennesaw State,1244,14,0.5
NC State,1301,11,Kennesaw State,1244,14,0.5
Nebraska,1304,4,Kennesaw State,1244,14,0.5
North Carolina,1314,6,Kennesaw State,1244,14,0.5
Northern Iowa,1320,12,Kennesaw State,1244,14,0.5
Ohio St,1326,8,Kennesaw State,1244,14,0.5
Penn,1335,14,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,Prairie View,1341,16,0.5
Purdue,1345,2,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,Queens,1474,15,0.5
Santa Clara,1365,10,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,Siena,1373,16,0.5
SMU,1374,11,Kennesaw State,1244,14,0.5
South Florida,1378,11,Kennesaw State,1244,14,0.5
St John's,1385,5,Kennesaw State,1244,14,0.5
Saint Louis,1387,9,Kennesaw State,1244,14,0.5
St Mary's CA,1388,7,Kennesaw State,1244,14,0.5
TCU,1395,9,Kennesaw State,1244,14,0.5
Tennessee,1397,6,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,Tennessee State,1398,15,0.5
Texas,1400,11,Kennesaw State,1244,14,0.5
Texas A&M,1401,10,Kennesaw State,1244,14,0.5
Texas Tech,1403,5,Kennesaw State,1244,14,0.5
Troy,1407,13,Kennesaw State,1244,14,0.5
UCF,1416,10,Kennesaw State,1244,14,0.5
UCLA,1417,7,Kennesaw State,1244,14,0.5
Kennesaw State,1244,14,UMBC,1420,16,0.5
Utah State,1429,9,Kennesaw State,1244,14,0.5
Vanderbilt,1435,5,Kennesaw State,1244,14,0.5
VCU,1433,11,Kennesaw State,1244,14,0.5
Villanova,1437,8,Kennesaw State,1244,14,0.5
Virginia,1438,3,Kennesaw State,1244,14,0.5
Wisconsin,1458,5,Kennesaw State,1244,14,0.5
Wright State,1460,14,Kennesaw State,1244,14,0.5
Kentucky,1246,7,Lehigh,1250,16,0.839166740266102
Kentucky,1246,7,LIU Brooklyn,1254,16,0.8019484214428159
Louisville,1257,6,Kentucky,1246,7,0.49443169413082444
Kentucky,1246,7,McNeese St,1270,12,0.5
Kentucky,1246,7,Miami FL,1274,7,0.5353058957843754
Kentucky,1246,7,Miami OH,1275,11,0.6839447246698777
Michigan,1276,1,Kentucky,1246,7,0.6940768685185663
Michigan St,1277,3,Kentucky,1246,7,0.5
Kentucky,1246,7,Missouri,1281,10,0.6133237024090566
Kentucky,1246,7,North Dakota State,1295,14,0.5
Kentucky,1246,7,NC State,1301,11,0.5
Nebraska,1304,4,Kentucky,1246,7,0.47302045976200835
North Carolina,1314,6,Kentucky,1246,7,0.5675560404532062
Kentucky,1246,7,Northern Iowa,1320,12,0.6596457267198192
Kentucky,1246,7,Ohio St,1326,8,0.5
Kentucky,1246,7,Penn,1335,14,0.7641062410515307
Kentucky,1246,7,Prairie View,1341,16,0.5
Purdue,1345,2,Kentucky,1246,7,0.5667138594801693
Kentucky,1246,7,Queens,1474,15,0.7894493234907504
Kentucky,1246,7,Santa Clara,1365,10,0.5845167960366808
Kentucky,1246,7,Siena,1373,16,0.7731629563634633
Kentucky,1246,7,SMU,1374,11,0.5894715779325096
Kentucky,1246,7,South Florida,1378,11,0.6008106808916225
St John's,1385,5,Kentucky,1246,7,0.5
Kentucky,1246,7,Saint Louis,1387,9,0.5641433928309834
Kentucky,1246,7,St Mary's CA,1388,7,0.5
Kentucky,1246,7,TCU,1395,9,0.5929448265807586
Tennessee,1397,6,Kentucky,1246,7,0.5114490949762237
Kentucky,1246,7,Tennessee State,1398,15,0.5
Kentucky,1246,7,Texas,1400,11,0.6048593368572682
Kentucky,1246,7,Texas A&M,1401,10,0.577706558964207
Texas Tech,1403,5,Kentucky,1246,7,0.4677383252743887
Kentucky,1246,7,Troy,1407,13,0.7287184619658764
Kentucky,1246,7,UCF,1416,10,0.6394484635553952
Kentucky,1246,7,UCLA,1417,7,0.5104759213972209
Kentucky,1246,7,UMBC,1420,16,0.7747460637051973
Kentucky,1246,7,Utah State,1429,9,0.5
Vanderbilt,1435,5,Kentucky,1246,7,0.4723637247011742
Kentucky,1246,7,VCU,1433,11,0.5921712793374387
Kentucky,1246,7,Villanova,1437,8,0.5616356653713127
Virginia,1438,3,Kentucky,1246,7,0.44886613227344047
Wisconsin,1458,5,Kentucky,1246,7,0.4885617683148348
Kentucky,1246,7,Wright State,1460,14,0.5
LIU Brooklyn,1254,16,Lehigh,1250,16,0.5630437972681781
Louisville,1257,6,Lehigh,1250,16,0.8361377319687883
McNeese St,1270,12,Lehigh,1250,16,0.5
Miami FL,1274,7,Lehigh,1250,16,0.8191474797229038
Miami OH,1275,11,Lehigh,1250,16,0.7068390613050767
Michigan,1276,1,Lehigh,1250,16,0.9221044803275367
Michigan St,1277,3,Lehigh,1250,16,0.5
Missouri,1281,10,Lehigh,1250,16,0.7668727237105418
North Dakota State,1295,14,Lehigh,1250,16,0.5
NC State,1301,11,Lehigh,1250,16,0.5
Nebraska,1304,4,Lehigh,1250,16,0.8240480894922203
North Carolina,1314,6,Lehigh,1250,16,0.8725758166274943
Northern Iowa,1320,12,Lehigh,1250,16,0.7291521884299258
Ohio St,1326,8,Lehigh,1250,16,0.5
Penn,1335,14,Lehigh,1250,16,0.6169720926229816
Lehigh,1250,16,Prairie View,1341,16,0.5
Purdue,1345,2,Lehigh,1250,16,0.872193892885493
Queens,1474,15,Lehigh,1250,16,0.5818644788772016
Santa Clara,1365,10,Lehigh,1250,16,0.7876299201652238
Siena,1373,16,Lehigh,1250,16,0.6048663118249901
SMU,1374,11,Lehigh,1250,16,0.7841911781128693
South Florida,1378,11,Lehigh,1250,16,0.7761200357970335
St John's,1385,5,Lehigh,1250,16,0.5
Saint Louis,1387,9,Lehigh,1250,16,0.8012373934744544
St Mary's CA,1388,7,Lehigh,1250,16,0.5
TCU,1395,9,Lehigh,1250,16,0.7817491181660409
Tennessee,1397,6,Lehigh,1250,16,0.8452531530485594
Tennessee State,1398,15,Lehigh,1250,16,0.5
Texas,1400,11,Lehigh,1250,16,0.7731680745837308
Texas A&M,1401,10,Lehigh,1250,16,0.7922720637800648
Texas Tech,1403,5,Lehigh,1250,16,0.8209526321008245
Troy,1407,13,Lehigh,1250,16,0.6601383826236065
UCF,1416,10,Lehigh,1250,16,0.7463179727508717
UCLA,1417,7,Lehigh,1250,16,0.8334296329941664
UMBC,1420,16,Lehigh,1250,16,0.60270153419651
Utah State,1429,9,Lehigh,1250,16,0.5
Vanderbilt,1435,5,Lehigh,1250,16,0.8236657361449106
VCU,1433,11,Lehigh,1250,16,0.7822952801516001
Villanova,1437,8,Lehigh,1250,16,0.8028555768253612
Virginia,1438,3,Lehigh,1250,16,0.8095036445216576
Wisconsin,1458,5,Lehigh,1250,16,0.8328943196973793
Wright State,1460,14,Lehigh,1250,16,0.5
Louisville,1257,6,LIU Brooklyn,1254,16,0.7983868761281152
McNeese St,1270,12,LIU Brooklyn,1254,16,0.5
Miami FL,1274,7,LIU Brooklyn,1254,16,0.7785192080138218
Miami OH,1275,11,LIU Brooklyn,1254,16,0.6517083214445815
Michigan,1276,1,LIU Brooklyn,1254,16,0.9018335665828648
Michigan St,1277,3,LIU Brooklyn,1254,16,0.5
Missouri,1281,10,LIU Brooklyn,1254,16,0.7185361186646761
North Dakota State,1295,14,LIU Brooklyn,1254,16,0.5
NC State,1301,11,LIU Brooklyn,1254,16,0.5
Nebraska,1304,4,LIU Brooklyn,1254,16,0.7842307441794928
North Carolina,1314,6,LIU Brooklyn,1254,16,0.8416296172096683
Northern Iowa,1320,12,LIU Brooklyn,1254,16,0.6762959143917956
Ohio St,1326,8,LIU Brooklyn,1254,16,0.5
Penn,1335,14,LIU Brooklyn,1254,16,0.5555673922616423
LIU Brooklyn,1254,16,Prairie View,1341,16,0.5
Purdue,1345,2,LIU Brooklyn,1254,16,0.8411718228481667
Queens,1474,15,LIU Brooklyn,1254,16,0.5192174094698675
Santa Clara,1365,10,LIU Brooklyn,1254,16,0.7421500217858179
Siena,1373,16,LIU Brooklyn,1254,16,0.5429585394728643
SMU,1374,11,LIU Brooklyn,1254,16,0.7382196195402437
South Florida,1378,11,LIU Brooklyn,1254,16,0.7290232714241587
St John's,1385,5,LIU Brooklyn,1254,16,0.5
Saint Louis,1387,9,LIU Brooklyn,1254,16,0.7577754005355932
St Mary's CA,1388,7,LIU Brooklyn,1254,16,0.5
TCU,1395,9,LIU Brooklyn,1254,16,0.7354328577277636
Tennessee,1397,6,LIU Brooklyn,1254,16,0.8091229199762273
Tennessee State,1398,15,LIU Brooklyn,1254,16,0.5
Texas,1400,11,LIU Brooklyn,1254,16,0.7256698158330384
Texas A&M,1401,10,LIU Brooklyn,1254,16,0.7474675566431452
Texas Tech,1403,5,LIU Brooklyn,1254,16,0.7806212803510932
Troy,1407,13,LIU Brooklyn,1254,16,0.6011805522002418
UCF,1416,10,LIU Brooklyn,1254,16,0.695412263190075
UCLA,1417,7,LIU Brooklyn,1254,16,0.7952076896474166
LIU Brooklyn,1254,16,UMBC,1420,16,0.45928786858552256
Utah State,1429,9,LIU Brooklyn,1254,16,0.5
Vanderbilt,1435,5,LIU Brooklyn,1254,16,0.7837845682039425
VCU,1433,11,LIU Brooklyn,1254,16,0.7360557908042915
Villanova,1437,8,LIU Brooklyn,1254,16,0.7596412749829741
Virginia,1438,3,LIU Brooklyn,1254,16,0.7673242772112396
Wisconsin,1458,5,LIU Brooklyn,1254,16,0.794579817001125
Wright State,1460,14,LIU Brooklyn,1254,16,0.5
Louisville,1257,6,McNeese St,1270,12,0.5
Louisville,1257,6,Miami FL,1274,7,0.529760993249207
Louisville,1257,6,Miami OH,1275,11,0.6791102409734239
Michigan,1276,1,Louisville,1257,6,0.69878587919611
Michigan St,1277,3,Louisville,1257,6,0.5
Louisville,1257,6,Missouri,1281,10,0.6080280684751624
Louisville,1257,6,North Dakota State,1295,14,0.5
Louisville,1257,6,NC State,1301,11,0.5
